Wall time,Step,Value
1754572377.6620018,592,15.71808910369873
1754572377.8300107,1672,16.503036499023438
1754572377.9014153,2112,15.850360870361328
1754572378.1102617,3448,15.798274040222168
1754572378.1530955,3744,15.80681037902832
1754572378.1815908,3904,16.944927215576172
1754572378.2923543,4576,17.71147918701172
1754572378.3531234,4968,17.6567325592041
1754572378.5395064,6152,17.60527801513672
1754572378.5954292,6536,17.979204177856445
1754572378.8560789,8272,20.28279685974121
1754572378.9824162,9120,18.91044044494629
1754572379.0446284,9552,21.262361526489258
1754572380.9939551,11352,19.588956832885742
1754572382.6457195,13072,24.645708084106445
1754572385.5219634,15816,43.29008865356445
1754572386.2178695,16496,47.372764587402344
1754572388.680588,18856,65.6535873413086
1754572391.38336,21448,87.8858413696289
1754572392.7625542,22808,102.69987487792969
1754572393.774269,23640,110.01395416259766
1754572394.148808,23920,113.48530578613281
1754572396.2687204,25520,130.7799530029297
1754572405.4982474,32176,200.81195068359375
1754572417.2652924,40656,219.86851501464844
1754572420.0245123,42640,221.32427978515625
1754572428.0030875,48568,228.69480895996094
1754572431.5040088,51040,234.7263641357422
1754572434.5431685,53360,247.23304748535156
1754572439.1010585,56768,267.7440185546875
1754572442.0391893,58848,283.2014465332031
1754572443.3801172,59792,291.1473388671875
1754572457.9472978,70352,373.7345275878906
1754572471.197121,80056,395.5219421386719
1754572472.5177453,81056,393.6242980957031
1754572478.6160429,85496,370.3197937011719
1754572488.1738062,92456,367.6504821777344
1754572495.5199974,97616,388.3900146484375
1754572501.846973,102416,404.6736755371094
1754572514.4260461,111512,409.2640380859375
1754572517.8173323,113848,417.2606201171875
1754572564.5543668,147752,483.1742858886719
1754572565.4245489,148352,480.802978515625
1754572578.7707977,157624,401.6499328613281
1754572581.94809,159752,387.30078125
1754572584.5419774,161488,376.1240539550781
1754572598.4476275,171128,440.27069091796875
1754572600.8431997,172904,443.4756774902344
1754572601.7932088,173600,448.5093994140625
1754572610.7195184,179912,458.6694030761719
1754572624.2720346,190024,429.6546936035156
1754572625.6146488,191040,421.57305908203125
1754572646.9568722,206400,517.497802734375
1754572650.3722851,208808,547.1263427734375
1754572667.1063612,221072,652.0148315429688
1754572672.8490503,225104,663.533203125
1754572724.4591744,261576,1024.5452880859375
1754572747.5023212,277776,1145.2076416015625
1754572778.7714374,299696,1474.64111328125
1754572784.6806736,304008,1557.0535888671875
1754572807.2790768,320128,1723.735107421875
1754572813.8275342,324712,1774.8465576171875
1754572869.4591198,364160,2230.116455078125
1754572918.3462307,399560,1738.900146484375
1754572922.74123,402808,1744.2003173828125
1754572956.668517,427248,1469.9842529296875
1754572979.665845,443840,1687.956298828125
1754572983.9006112,446768,1687.1781005859375
1754572987.9451294,449848,1665.7032470703125
1754572995.908091,455416,1690.0537109375
1754573002.3143675,460280,1709.54833984375
1754573043.0504916,489728,1892.1212158203125
1754573081.137643,517400,2034.299072265625
1754573129.9837644,552912,2249.154296875
1754573156.3513086,572008,2368.083984375
1754573267.2082088,652600,2434.984619140625
1754573285.0226474,665496,2481.422607421875
1754573306.838663,681464,2634.519287109375
1754573312.0513144,685112,2680.296630859375
1754573348.820793,711888,2897.186279296875
1754573393.7086456,744728,2966.1865234375
1754573414.8302448,759888,2950.4814453125
1754573432.9631395,773256,2961.587158203125
1754573460.5771377,793336,3010.11572265625
1754573478.2807152,806024,2951.00927734375
1754573522.747479,838552,2928.358154296875
1754573543.227293,853344,2931.907470703125
1754573553.0307431,860424,2933.403076171875
1754573562.1838589,867160,2899.25927734375
1754573589.8352888,887040,2753.234130859375
1754573612.6017303,903536,2683.63623046875
1754573619.240243,908240,2642.09619140625
1754573643.2701302,925576,2595.997802734375
1754573652.4810457,932240,2547.949462890625
1754573668.2222674,943504,2511.228759765625
1754573682.4523697,953840,2535.02001953125
1754573700.6606872,967144,2384.819091796875
1754573703.1196055,968856,2350.4228515625
1754573802.119513,1040256,2390.201171875
1754573824.2861316,1056256,2666.93994140625
1754574008.1394134,1189056,3305.040283203125
1754574045.9395807,1216256,3331.02099609375
1754574075.375008,1237336,3291.70068359375
1754574127.5291624,1274920,2703.7158203125
1754574140.9104877,1284576,2545.0419921875
1754574167.777647,1304104,2286.547119140625
1754574176.8643923,1310632,2310.13525390625
1754574209.051285,1334144,2547.99462890625
1754574220.1718557,1342144,2658.038818359375
1754574287.0445929,1390616,3121.218017578125
1754574294.702566,1396096,3156.259765625
1754574346.0875022,1433448,3135.44970703125
1754574358.6356347,1442480,3104.35302734375
1754574402.6211765,1474256,3133.121337890625
1754574420.6895838,1487248,2962.306640625
1754574424.7558799,1490304,2662.396484375
1754574469.9243338,1522664,2502.122802734375
1754574471.1534202,1523552,2531.990234375
1754574502.4481797,1546328,2553.86083984375
1754574508.540212,1550544,2540.082275390625
1754574535.7863572,1570320,2743.7314453125
1754574599.1500058,1616056,3277.19287109375
1754574630.168426,1638600,3309.76220703125
1754574649.4343758,1652448,3339.195556640625
1754574693.6968343,1684704,3302.96533203125
1754574749.7792718,1725200,3260.029052734375
1754574842.8848312,1792672,3081.14404296875
1754574909.4485264,1840672,3099.4501953125
1754574939.7904274,1862344,3131.62646484375
1754574957.4447143,1875032,3160.744384765625
1754574966.0292664,1881224,3206.69873046875
1754574986.3781106,1895912,3208.857177734375
1754575017.8016515,1918344,3216.423828125
1754575046.1214573,1938712,3252.4921875
1754575096.8127315,1975232,3301.519775390625
1754575128.4193401,1998128,3280.608154296875
1754575150.3400133,2013880,3178.296142578125
1754575192.0780861,2044024,2920.61474609375
1754575216.6460707,2061720,2839.41650390625
1754575397.5506594,2192488,3313.7734375
1754575419.7179716,2208488,3355.4033203125
1754575426.7111332,2213392,3327.430419921875
1754575430.758321,2216312,3329.30908203125
1754575524.016075,2283584,3287.998046875
1754575589.559456,2331296,3356.347900390625
1754575595.9584033,2335800,3356.58837890625
1754575628.5139923,2359424,3385.273193359375
1754575665.6506348,2386400,3381.050048828125
1754575801.006013,2484344,3260.181884765625
1754575807.8794422,2489416,3239.234375
1754575862.2867231,2528760,3255.952880859375
1754575923.7211502,2572832,3324.445068359375
1754575940.282948,2584760,3380.085205078125
1754575951.7246614,2592920,3301.354736328125
1754576035.5144587,2652832,2713.544921875
1754576066.5064476,2675320,2904.022216796875
1754576104.4419847,2702816,3341.642578125
1754576137.8412826,2726816,3380.772705078125
1754576187.3290446,2762272,3330.217529296875
1754576217.0454202,2783640,3302.484619140625
1754576237.3115835,2798080,3331.968994140625
1754576292.4531655,2838160,3281.094970703125
1754576311.688907,2851816,3291.499755859375
1754576326.047771,2862160,3375.9892578125
1754576333.9570355,2867816,3382.010009765625
1754576591.947361,3053560,3389.751953125
1754576607.3061852,3064672,3364.123046875
1754576623.0591507,3076144,3332.86865234375
1754576629.4318087,3080672,3346.534423828125
1754576746.581714,3165200,3440.8427734375
1754576810.695348,3211328,3413.578369140625
1754576821.7934334,3219328,3413.717529296875
1754576842.4690287,3234216,3399.4462890625
1754576864.682168,3250216,3411.370361328125
1754576886.7920039,3266216,3403.70654296875
1754577010.6555657,3356120,3186.490966796875
1754577013.8355858,3358336,3186.525390625
1754577069.1878567,3398288,3255.54052734375
1754577110.2402902,3428104,3288.1435546875
1754577132.625379,3444104,3307.115966796875
1754577143.6990135,3452104,3297.446044921875
1754577233.9257133,3517272,3438.523193359375
1754577310.3655427,3572608,3359.443115234375
1754577332.4394965,3588608,3376.524169921875
1754577454.0829985,3676760,3180.441650390625
1754577527.5952494,3729752,3041.077880859375
1754577530.0513933,3731632,3003.523193359375
1754577596.3159106,3779760,2920.1904296875
1754577613.153897,3791912,2913.508056640625
1754577649.209284,3818088,2804.272216796875
1754577675.8252733,3837240,2700.50341796875
1754577678.5165079,3839112,2641.177734375
1754577730.9099927,3876896,2445.176025390625
1754577770.7435794,3905720,2625.703369140625
1754577795.3055377,3923424,2845.574951171875
1754577825.7161567,3945720,3083.065673828125
1754577838.985624,3955424,3169.73876953125
1754577870.1378002,3977720,3318.95556640625
1754577883.4952147,3987424,3403.201171875
1754577948.8111997,4034640,3486.2177734375
